https://ua.korrespondent.net/world/4181545-nairidkisnishyi-dorohotsinnyi-metal-u-sviti-rekordno-podorozhchav	O

===	O

Найрідкісніший дорогоцінний метал у світі рекордно подорожчав | 	O
REL_0	IS_EVENT

===	O

У світі з початку року сильно подорожчав родій - найрідкісніший дорогоцінний метал. | REL_0_0	O

Аналітики припускають, що ціна на нього буде ще зростати. | REL_0_1	O

Ціни на найрідкісніший дорогоцінний метал у світі - родій - на початку 2020 року підскочили відразу на 32 відсотки. | REL_0_2	O

Зараз вартість унції унікального металу становить рекордні 7975 доларів - це максимум з 2008 року, пише Bloomberg. | REL_0_3	O

Видання зазначає, що попит на метал зріс через інтерес на нього автопромисловості. | REL_0_4	O

Цей дорогоцінний метал використовують в каталітичних нейтралізаторах вихлопних газів. | REL_0_5	O

Дорогоцінний метал за останні чотири роки зріс у ціні в 12 разів. | REL_0_6	O

Експерти припускають, що в 2020 році вартість родію підскочить до 10 тисяч доларів за унцію і поб'є рекорд 2008 року. | REL_0_7	O

Також вчені змогли зробити метал непотоплюваним. | REL_0_8	O

REL_0	IS_EVENT

END	O

https://ua.korrespondent.net/world/4189504-u-tsentri-moskvy-znaishly-mertvoui-ukrainku	O

===	O

У центрі Москви знайшли мертвою українку | 	O
REL_1	IS_EVENT

===	O

Кореєць зустрівся з українкою в нічному клубі і привів до себе в орендовану квартиру. | REL_1_0	O

Вранці він виявив її тіло в порожній ванні. | REL_1_1	O

Тіло 27-річної громадянки України знайшли в квартирі у центрі Москви, яку орендує кореєць. | REL_1_2	O

Про це повідомило агентство Москва з посиланням на джерело в правоохоронних органах. | REL_1_3	O

За даними агентства, тіло знайшли 2 лютого в квартирі на Проточному провулку. 44-річний кореєць розповів, що зустрівся з дівчиною в нічному клубі і привів до себе. | REL_1_4	O

Всю ніч вони пили спиртне, після чого дівчина пішла в душ, а чоловік заснув. | REL_1_5	O

Вранці він виявив її тіло в порожній ванні, після чого попросив охорону будинку викликати швидку допомогу. | REL_1_6	O

Тіло доставили в морг для встановлення причини смерті. | REL_1_7	O

Відомо, що чоловік займає керівну посаду в корейській ритейловій компанії Lotte Shopping Rus. | REL_1_8	O

У польському місті Сохачев вбита 26-річна мешканка Львівської області. | REL_1_9	O

Пізніше поліція Німеччини застрелила поляка, який убив українку. | REL_1_10	O

REL_1	O

END	O

https://ua.korrespondent.net/city/dnepr/4185669-vybukh-petardy-v-dnipri-u-likarni-pomerla-17-richna-divchyna	O

===	O

Вибух петарди в Дніпрі: у лікарні померла 17-річна дівчина | 	O
REL_2	IS_EVENT

===	O

У результаті вибуху металеві уламки пошкодили життєво важливі ділянки мозку дівчини, повідомили лікарі. | REL_2_0	O

У Дніпровській обласній лікарні ім. Мечникова померла 17-річна дівчина, яка отримала важкі поранення в результаті вибуху в квартирі петард. | REL_2_1	O

Про це у Facebook повідомив заступник головного лікаря медустанови Олександр Толубаєв. | REL_2_2	O

За його словами, ввечері 21 січня в приймально-діагностичне відділення лікарні ім. Мечникова доставили 17-річну дівчину, яка постраждала в результаті вибуху саморобного пристрою з піротехнічних виробів.	O

"Вкрай важкий стан, кома III ступеня, штучна вентиляція легенів і надвисокі дози препаратів, що підтримують артеріальний тиск. | REL_2_3	O

Вибухова черепно-мозкова травма, перелом кісток склепіння та основи черепа, металеві уламки пошкодили життєво важливі ділянки мозку. | REL_2_4	O

Травма, несумісна з життям", - написав Толубаєв. | REL_2_5	O

Він зазначив, що лікарі протягом доби намагалися врятувати дівчину, але вона померла. | REL_2_6	O

В результаті інциденту постраждали чоловік і жінка. | REL_2_7	O

За даними поліції, вибухнув саморобний вибуховий пристрій. | REL_2_8	O

REL_2	O

END	O

https://ua.korrespondent.net/lifestyle/4191206-maliar-scho-pereplutav-kvartyry-otrymav-kului-v-hrudy	O

===	O

Маляр, що переплутав квартири, отримав кулю в груди | 	O
REL_3	IS_EVENT

===	O

Підрядник назвав маляру не той номер квартири. | REL_3_0	O

Коли він намагався зайти в приміщення, в чоловіка вистрілив господар житла. | REL_3_1	O

Він прийняв маляра за грабіжника. | REL_3_2	O

В американському місті Хай-Пойнт у штаті Північна Кароліна Байрон Кастільо, який працює маляром, помилився квартирою. | REL_3_3	O

Через це він отримав кулю в груди, пише New York Post.	O

48-річний Кастільо приїхав в одну з квартир житлового комплексу для проведення фарбувальних робіт. | REL_3_4	O

Чоловік довго стукав і дзвонив у двері, проте господар житла йому не відкривав. | REL_3_5	O

Тоді маляр спробував проникнути в приміщенні за допомогою ключа. | REL_3_6	O

Він вставив його в замкову щілину, але не зміг провернути. | REL_3_7	O

У цей момент двері відчинилися і пролунав постріл. 28-річний господар квартири Грегорі Сімс вистрілив маляру в груди. | REL_3_8	O

Виявилося, що підрядник через неуважність назвав Кастільо не той номер квартири. | REL_3_9	O

А Сімс прийняв працівника за грабіжника. | REL_3_10	O

Пораненого маляра відвезли в лікарню і прооперували. | REL_3_11	O

Медики повідомляють, що він знаходиться в реанімації, його стан задовільний. | REL_3_12	O

Як повідомляють місцеві правоохоронці, кримінальну справу відносно Грегорі Сімса не порушували.	O

"Через невдалі обставини містер Кастільо спробував помилково проникнути не в ту квартиру, і пане Сімс сприйняв це як загрозу і вистрілив зі своєї зброї", - заявили в поліції. | REL_3_13	O

Як повідомлялося раніше, батько випадково підстрелив себе і свого малолітнього сина під час гри. | REL_3_14	O

Нагадаємо також, що співак випадково застрелився на зйомках кліпу. | REL_3_15	O

REL_3	O

END	O

https://ua.korrespondent.net/lifestyle/4178327-nazvano-naidorozhchi-vesillia-desiatylittia	O

===	O

Названо найдорожчі весілля десятиліття | 	O
REL_4	IS_NOT_EVENT

===	O

Весільне агентство "розсекретило" найдорожчі весільні церемонії, які відбулися за останнє десятиліття. | REL_4_0	O

Рекордсменами стали принц Гаррі і Меган Маркл. | REL_4_1	O

Агентство з організації весіль Bridebook опублікувало список найдорожчих весіль за останні 10 років. | REL_4_2	O

На першому місці виявилося пишне торжество британського принца Гаррі і колишньої американської екс-актриси Меган Маркл, пише The Sun. | REL_4_3	O

Святковий захід Гаррі і Меган, який відбувся 19 травня 2018 року, коштував 35 мільйонів фунтів стерлінгів. | REL_4_4	O

Так, тільки за одне весільну сукню Маркл заплатили 420 тисяч фунтів стерлінгів. | REL_4_5	O

На другому місці рейтингу - весільне торжество старшого брата Гаррі принца Вільяма і Кейт Міддлтон, що відбулося 29 квітня 2011 року. | REL_4_6	O

На це весілля витратили 26 мільйонів фунтів стерлінгів. | REL_4_7	O

Також до трійки лідерів за дорожнечею одружень потрапило весілля дочки президента Формули-1 Берні Екклстоуна в 2011 році. | REL_4_8	O

Петра Екклстоун і бізнесмен Джеймс Стент розщедрилися на дев'ять мільйонів фунтів стерлінгів. | REL_4_9	O

Зазначимо, що через сім років подружжя розлучилося. | REL_4_10	O

На четвертому місці за весільною витратою виявилася пара актора, музиканта Джастіна Тімберлейка і актриси Джессіки Біль. | REL_4_11	O

Вони одружилися в 2012 році, витративши чотири мільйони фунтів стерлінгів. | REL_4_12	O

Далі за дорожнечею весіль стоїть церемонія голлівудського актора Джорджа Клуні і юристки Амаль Аламуддін - 3,5 мільйона фунтів стерлінгів. | REL_4_13	O

Пара стала чоловіком і дружиною в 2014 році. | REL_4_14	O

REL_4	O

END	O

https://ua.korrespondent.net/business/financial/4190002-nazvana-vartist-hektara-zemli-pislia-vidkryttia-rynku	O

===	O

Названа вартість гектара землі після відкриття ринку | 	O
REL_5	IS_NOT_EVENT

===	O

Середня ціна гектара буде складати 1,5 тис. доларів. | REL_5_0	O

Лідером за вартістю землі є Кіровоградська область. | REL_5_1	O

Після відкриття ринку землі вартість одного гектара може встановитися на рівні 1,5 тис. доларів. | REL_5_2	O

Про це сказав генеральний директор ДП СЕТАМ Віктор Вишньов. | REL_5_3	O

За його словами, на сьогодні в держпідприємстві вже є розуміння, скільки має коштувати земля в Україні, на основі даних щодо оренди в областях. | REL_5_4	O

За його словами, лідером за вартістю землі є Кіровоградська область, де вартість оренди досягає 7 тис. грн за 1 га.	O

"Якщо швидко підрахувати мультиплікатор хоча б на десять років, будемо розуміти, скільки може коштувати земля в Україні. | REL_5_5	O

Середня 1,5 тис. доларів за гектар ми можемо легко розраховувати. | REL_5_6	O

Подивимося, що встановить Міністерство економіки для початку торгів", - сказав Вишньов. | REL_5_7	O

Документ передбачає, що ціна продажу паю не може становити менше від її нормативної грошової оцінки, а обмеження для купівлі землі в одні руки встановлено на рівні 10 тисяч гектарів. | REL_5_8	O

Учасниками ринку землі можуть бути тільки фізичні особи-громадяни України, юридичні особи, які засновані громадянами України, держава і місцева громада. | REL_5_9	O

REL_5	O

END	O

https://ua.korrespondent.net/lifestyle/4190287-madonna-zaproponuvala-pryntsu-harri-i-mehan-markl-pozhyty-v-yii-kvartyri	O

===	O

Мадонна запропонувала принцу Гаррі і Меган Маркл пожити в її квартирі | 	O
REL_6	IS_EVENT

===	O

Співачка заявила, що Канада, де зараз живуть герцоги Сассекські, нудна, і запросила подружжя оселитися в її шикарній нью-йоркській квартирі. | REL_6_0	O

Мадонна запропонувала принцу Гаррі і його дружині Меган Маркл переїхати з Канади до США і на спочатку влаштуватися в її квартирі в Нью-Йорку. | REL_6_1	O

Таку пропозицію співачка озвучила в своєму Instagram-акаунті. | REL_6_2	O

Як відомо, принц Гаррі і Меган Макрл, відмовившись від королівських повноважень, виїхали з Великобританії в канадський Ванкувер. | REL_6_3	O

Там подружня пара орендує величезний особняк з великою територією. | REL_6_4	O

У будинку 5 спалень, 8 ванних кімнат, кабінет з каміном. | REL_6_5	O

Однак Мадонна вирішила, що такий варіант не дуже підходить для герцогів. | REL_6_6	O

В Instagram співачка звернулася до Гаррі і заявила, що Канада - занадто нудне місце для нього і його дружини. | REL_6_7	O

І запросила переїхати в її квартиру, розташовану в Нью-Йорку в районі Центрального парку, там, мовляв, їм буде набагато затишніше.	O

"Там дві спальні, кращий вигляд на Манхеттен і неймовірний балкон", - вирішила заманити до себе герцогів зірка. | REL_6_8	O

Також повідомлялося, що Мадонна у новому відео п'є сечу. | REL_6_9	O

REL_6	O

END	O

https://ua.korrespondent.net/ukraine/4175782-opryluidneno-vartist-poizdky-zelenskoho-na-normandsku-zustrich	O

===	O

Оприлюднено вартість поїздки Зеленського на нормандську зустріч | 	O
REL_7	IS_NOT_EVENT

===	O

Поїздка Володимира Зеленського та української делегації на саміт у Парижі обійшлася бюджету в майже 1,6 мільйона гривень. | REL_7_0	O

На поїздку Президента Володимира Зеленського та офіційної делегації на нормандський саміт у Парижі витратили 1,6 млн грн. | REL_7_1	O

Про це у відповідь на запит 112.ua повідомили в Держуправсправами у вівторок, 24 грудня.	O

"На забезпечення робочого візиту офіційної делегації на чолі з Президентом України Володимиром Зеленським до Французької республіки 8-10 грудня і передової групи з підготовки зазначеного візиту Державне управління справами заплатило витрати на відрядження в сумі 25,3 тис. євро (приблизно 651 тис. 673,89 грн за сьогоднішнім курсом НБУ) і 61,9 тис. грн, а також здійснило попередню оплату за авіаперевезення в сумі 925,2 тис. грн", - повідомили у відомстві. | REL_7_2	O

Раніше посол Франції заявив, що Меркель і Макрон прониклися значенням "червоних ліній" для України. | REL_7_3	O

Етьєн де Понсен назвав позитивом те, що всі сторони, у тому числі Росія, узяли на себе повторні зобов'язання по виконанню Мінських домовленостей. | REL_7_4	O

Також повідомлялося, що у Путіна розповіли про розбіжності із Зеленським. | REL_7_5	O

Володимир Путін і Володимир Зеленський далекі від згоди з багатьох питань, заявив прес-секретар президента РФ.	O

Примус до реінтеграції. | REL_7_6	O

REL_7	O

END	O

https://ua.korrespondent.net/city/dnepr/4177193-u-dnipri-vartist-tepla-dlia-zhyteliv-zmenshytsia-na-30	O

===	O

У Дніпрі вартість тепла для жителів зменшиться на 30% | 	O
REL_8	IS_NOT_EVENT

===	O

У наступні місяці цифри в платіжках також переглядатимуть. | REL_8_0	O

Це.дозволить людям відчути реальну економію. | REL_8_1	O

У Дніпрі вартість тепла в грудні для населення, а також громадських і релігійних організацій, зменшена на 30%. | REL_8_2	O

Фактично люди зможуть заощадити до 1000 гривень. | REL_8_3	O

Зараз - це один з найвищих показників економії серед територіальних громад. | REL_8_4	O

Системна робота і ціноутворення в даний час дозволяють людям відчути реальну економію у власних гаманцях. | REL_8_5	O

Залежно від розміру квартири економія складе від 350 грн. до 1 тис. грн.", - заявив Філатов. | REL_8_6	O

У наступні місяці цифри в платіжках також переглядатимуть. | REL_8_7	O

Також стало відомо, що в Кривому Розі ціну на тепло знизили на 25%. | REL_8_8	O

REL_8	O

END	O

https://ua.korrespondent.net/ukraine/4185005-u-dnipri-stavsia-vybukh-u-kvartyri	O

===	O

У Дніпрі стався вибух у квартирі | 	O
REL_9	IS_EVENT

===	O

У результаті інциденту постраждали чоловік і жінка. | REL_9_0	O

За даними поліції, вибухнув саморобний вибуховий пристрій. | REL_9_1	O

У Дніпрі в результаті вибуху у квартирі постраждали двоє людей. | 	O
REL_9_2	IS_EVENT

Про це 21 січня повідомила прес-служба поліції Дніпропетровської області у Facebook. | REL_9_3	O

Відзначається, що інформація про інцидент на вулиці Софії Ковалевської надійшла правоохоронцям о 19:25. | REL_9_4	O

На місце вибуху невстановленого предмета прибула слідчо-оперативна група і вибухотехніки. | REL_9_5	O

За попередніми даними, вибухнув саморобний вибуховий пристрій. | REL_9_6	O

Тілесні ушкодження отримали 18-річна дівчина і 32-річний чоловік. | REL_9_7	O

За фактом події відкрито кримінальне провадження за статтею 264 КК (недбале зберігання вогнепальної зброї або бойових припасів). | REL_9_8	O

REL_9	O

END	O

https://ua.korrespondent.net/lifestyle/4168182-nazvano-naidorozhchu-u-sviti-rizdvianu-yalynku	O

===	O

Названо найдорожчу у світі різдвяну ялинку | 	O
REL_10	IS_NOT_EVENT

===	O

З-поміж прикрас на дереві знаходяться два діаманти вартістю $ 2,3 млн і $ 4,9 млн доларів. | REL_10_0	O

Названо найдорожчу різдвяну ялинку у світі, яка оцінюється в 14 мільйонів доларів. | REL_10_1	O

Різдвяне дерево встановлено в іспанському готелі Кемпінські Байя в курортному містечку Марбелья. | REL_10_2	O

Ялина досягає у висоту шести метрів і розташована в холі будівлі. | REL_10_3	O

Настільки дорогою її роблять незвичні прикраси. | REL_10_4	O

На ній розміщено три тисячі кристалів Сваровські, покриті золотими пластинами і алмазним пилом страусині яйця, сапфіри, діаманти, як і дорогі тканини і хутро. | REL_10_5	O

Також ялинку прикрашають вироби модних домів Cartier, Chanel і Louis Vuitton. | REL_10_6	O

На її гілках розміщено рожевий діамант вартістю 2,3 мільйона доларів і червоний - за 4,9 млн. | REL_10_7	O

Дерево знаходиться під цілодобовою охороною. | REL_10_8	O

Також Корреспондент писав про те, коли будуть вихідні і відпрацювання на Католицьке Різдво-2019 в Україні. | REL_10_9	O

REL_10	O

END	O

https://ua.korrespondent.net/ukraine/4159716-vidkryttia-rynku-zemli-nazvano-vartist-hektara	O

===	O

Відкриття ринку землі: названо вартість гектара | 	O
REL_11	IS_NOT_EVENT

===	O

В Мінекономіки стверджують, що в середньому гектар землі буде коштувати 2200 доларів, з обмеженою моделлю - 1500 доларів. | REL_11_0	O

У разі відкриття ринку землі один гектар коштуватиме близько 2200 доларів. | REL_11_1	O

Якщо виходити з обмеженої моделі, це буде максимум 1500. | REL_11_2	O

Ось ціна обмежень (те, що називається "тільки українці купують")", - розповів він. | REL_11_3	O

Раніше результати соцопитування показали, що майже три чверті українців проти продажу землі. | REL_11_4	O

А нещодавнє дослідження засвідчило, що більше половини населення України підтримують введення ринку землі. | REL_11_5	O

Хрін, а не земля. | REL_11_6	O

REL_11	O

END	O

https://ua.korrespondent.net/lifestyle/4183084-u-londoni-zdaietsia-kvartyra-z-unitazom-u-spalni	O

===	O

У Лондоні здається квартира з унітазом у спальні | 	O
REL_12	IS_NOT_EVENT

===	O

Квартиру з незвичним плануванням у центрі Лондона здають в оренду за більш ніж £ 1,5 тис. | 	O
REL_12_0	IS_NOT_EVENT

У приміщенні раковина й унітаз стоять у спальні поруч з ліжком. | REL_12_1	O

У Лондоні пропонують зняти квартиру, у якій унітаз і душ встановлені прямо в спальні, без перегородок. | 	O
REL_12_2	IS_NOT_EVENT

Ціна такого оригінального дизайнерського рішення становить 1625 фунтів стерлінгів (51 тисяча гривень) на місяць, пише The Sun. | REL_12_3	O

У сусідньому приміщенні розташовуються вітальня і кухня. | REL_12_4	O

Квартиру з незвичним для зарубіжжя плануванням агенти з нерухомості описують як "неймовірну студію, високоякісно обладнану". | REL_12_5	O

Ціна на квартиру "кусається", оскільки вона розташована в центрі Лондона поряд з Риджентс-парком. | REL_12_6	O

Ріелтори ж вважають, що вартість оренди ще доволі прийнятна, оскільки в цій частині столиці зазвичай ціни набагато вищі. | REL_12_7	O

Також ми повідомляли, що ЗМІ показали квартиру дружини Зеленського в Криму. | REL_12_8	O

Житло розташоване в елітному житловому комплексі Імператор по сусідству з пам'ятником національного значення - Лівадійським палацом. | REL_12_9	O

REL_12	O

END	O

https://ua.korrespondent.net/ukraine/4154049-stalo-vidomo-skilky-koshtuvav-vizyt-zelenskoho-do-yaponii	O

===	O

Стало відомо, скільки коштував візит Зеленського до Японії | 	O
REL_13	IS_NOT_EVENT

===	O

Авіаперевезення Володимира Зеленського та його делегації до Японії коштувало бюджету майже 5 млн грн. | 	O
REL_13_0	IS_NOT_EVENT

Вартість авіаційного перельоту української делегації на чолі з президентом Володимиром Зеленським у Японію склала 4,9 млн гривень. | REL_13_1	O

