https://www.unian.ua/world/10886711-turechchina-zakrivaye-kordon-z-iranom-cherez-poboyuvannya-koronavirusu-zmi.html	O

===	O

Туреччина закриває кордон з Іраном через побоювання коронавірусу - ЗМІ | 	O
REL_0	IS_EVENT

===	O

16:28, 23 лютого 2020	O

Закрито контрольно-пропускні пункти Капикей і Есендере на турецько-іранському кордоні. | 	O
REL_0_0	IS_EVENT

Туреччина закрила свій кордон з Іраном як превентивний захід проти смертельного спалаху коронавірусу незабаром після того, як іранські офіційні особи оголосили, що вісім осіб померли в країні. | 	O
REL_0_1	IS_EVENT

Зазначається, що закрито контрольно-пропускні пункти Капикей і Есендере на турецько-іранському кордоні. | REL_0_2	O

Напередодні Міністерство охорони здоров'я Ірану повідомляло про 785 випадках ймовірного інфікування коронавірусом COVID-19. | 	O
REL_0_3	IS_NOT_EVENT

У кількох містах країни закрито школи, університети і кінотеатри, скасовано вистави і концерти, спортивні матчі проходитимуть без глядачів. | 	O
REL_0_4	IS_EVENT

REL_0	IS_EVENT

END	O

https://www.5.ua/svit/chyslo-khvorykh-na-koronavirus-dosiahlo-maizhe-79-tysiach-23-tysiachi-oduzhaly-208881.html	O

===	O

Число хворих на коронавірус досягло майже 79 тисяч, 23 тисячі одужали | 	O
REL_1	IS_EVENT

===	O

Станом на 23 лютого по всьому світу зафіксовано 78 тисяч 771 епізод зараження коронавірусом COVID-19, 2461 людина загинула від хвороби. | 	O
REL_1_0	IS_EVENT

Водночас, 23 тисячі 232 людини одужали. | 	O
REL_1_1	IS_EVENT

Про це свідчать дані сервісу з відстеження епідемії коронавірусу, створеного фахівцями Університету Джона Хопкінса. | REL_1_2	O

Переважна кількість заражень як і раніше фіксується в Китаї, де почалася епідемія. | REL_1_3	O

Водночас, 556 випадків зафіксовано в Південній Кореї, 135 – в Японії, 89 – в Сінгапурі, 79 – в Італії. | 	O
REL_1_4	IS_EVENT

Напередодні повідомлялося, що в Італії за добу кількість заражених зросла більш ніж в 8 разів. | 	O
REL_1_5	IS_NOT_EVENT

Як повідомляв 5.UA, уряд Італії оголосив надзвичайні заходи для боротьби з поширенням найбільшого спалаху нового коронавірусу в Європі. | 	O
REL_1_6	IS_EVENT

REL_1	O

END	O

https://www.unn.com.ua/uk/news/1853935-v-irani-kilkist-pomerlikh-cherez-virus-covid-19-zrosla-do-8-osib	O

===	O

В Ірані кількість померлих через вірус COVID-19 зросла до 8 осіб | 	O
REL_2	IS_EVENT

===	O

КИЇВ. 23 лютого. | REL_2_0	O

УНН. В Ірані 8 людей померло через новий коронавірус, 43 людини заражені. | 	O
REL_2_1	IS_EVENT

Більшість випадків зараження зареєстрована в шиїтському мусульманському святому місті Кум", - йдеться у повідомленні. | REL_2_2	O

Зазначається, що один із померлих – торговець, який регулярно їздив до Китаю. | REL_2_3	O

Хоча пряме сполучення між країнами було припинене, він користувався непрямими рейсами. | REL_2_4	O

Повідомляється, що у зв'язку з поширенням хвороби – людей закликали уникати подорожей до Кума. | 	O
REL_2_5	IS_NOT_EVENT

Школи та релігійні установи в Кумі закрили. | 	O
REL_2_6	IS_EVENT

REL_2	O

END	O

https://glavcom.ua/country/incidents/v-ukrajini-ne-zafiksovano-vipadkiv-covid-19-661295.html	O

===	O

В Україні не зафіксовано випадків Covid-19 | 	O
REL_3	IS_NOT_EVENT

===	O

Станом на 23 лютого 2020 року у світі зареєстровано 78 817 лабораторно підтверджених випадків Covid-19, з них 2 462 – летальні. | 	O
REL_3_0	IS_EVENT

Одужало вже 23 232 осіб	O

За межами Китаю виявлено 1 725 випадків у 29 країнах світу В Україні жодного лабораторно підтвердженого випадку Covid-19 не зафіксовано. | REL_3_1	O

Станом на 23 лютого 2020 року у світі зареєстровано 78 817 лабораторно підтверджених випадків Covid-19, з них 2 462 – летальні. | REL_3_2	O

Одужало вже 23 232 осіб.	O

81,3% усіх	DATE
 випадків гострої респіраторної хвороби, спричиненої коронавірусом, зафіксовано в одній провінції Китаю – Хубей. | 	O
REL_3_3	IS_NOT_EVENT

За межами Китаю виявлено 1 725 випадків у 29 країнах світу. | 	O
REL_3_4	IS_NOT_EVENT

Як повідомлялося, епідеміологи у Нових Санжарах зібрали матеріал на коронавірус у евакуйованих з Китаю. | 	O
REL_3_5	IS_NOT_EVENT

REL_3	O

END	O

https://ua.interfax.com.ua/news/general/642896.html	O

===	O

В Ірані вже вісім людей померли від коронавірусу | 	O
REL_4	IS_EVENT

===	O

В Ірані вже вісім людей померли від коронавірусу	O

Ще три людини померли в Ірані від коронавірусу Covid-19, повідомлють у суботу близькосхідні ЗМІ з посиланням на іранську владу. | REL_4_0	O

Отже, кількість жертв вірусу в Ірані досягла восьми осіб. | 	O
REL_4_1	IS_EVENT

Крім того, ще у 43 виявлено коронавірус - вони проходять лікування. | REL_4_2	O

Таким чином, наразі Іран посідає друге місце в світі за кількістю смертей від Covid-19, поступаючись за цим показником тільки епіцентру захворювання - Китаю. | 	O
REL_4_3	IS_NOT_EVENT

Зі свого боку, верховний лідер Ірану аятолла Хаменеї звинуватив іноземні ЗМІ у спробі використовувати тему коронавірусу для спроби саботажу парламентських виборів, що відбулися цього тижня. | 	O
REL_4_4	IS_NOT_EVENT

Очікується, що офіційні результати стануть відомі в неділю. | REL_4_5	O

REL_4	O

END	O

https://www.rbc.ua/ukr/news/yuzhnaya-koreya-podnyala-trevogu-iz-za-rasprostraneniya-1582468167.html	O

===	O

Південна Корея підняла тривогу через поширення нового коронавірусу | 	O
REL_5	IS_EVENT

===	O

Кількість хворих у суботу зросла ще на 169 осіб Південна Корея підвищила рівень небезпеки до найвищого після спалаху нового коронавірусу і ще двох смертей. | 	O
REL_5_0	IS_EVENT

Відзначається, що через церковні служби виникають нові випадки зараження коронавірусом. | 	O
REL_5_1	IS_NOT_EVENT

Кількість хворих у суботу зросла ще на 169 осіб і вже досягла 602.	O

"	O
Південна Корея	DATE
 підвищила рівень небезпеки через захворювання до найвищого рівня в неділю після спалаху коронавируса, що призвело до ще двом смертям ... | 	O
REL_5_2	IS_EVENT

Підвищення рівня небезпеки змушує уряд направляти додаткові ресурси в місто Тегу і округу Чонгдо, які в п'ятницю були визначені зонами особливої ​​обережності", - зазначено в повідомленні. | REL_5_3	O

Сказано, що це дозволить заборонити громадські збори і закрити школи. | REL_5_4	O

Останній раз такі заходи вводили 11 років тому - під час спалаху грипу H1N1. | REL_5_5	O

При цьому зростає захворюваність у Південній Кореї. | 	O
REL_5_6	IS_NOT_EVENT

REL_5	O

END	O

https://www.ukrinform.ua/rubric-society/2882486-moz-zaboroniv-peredavati-produkti-u-novi-sanzari.html	O

===	O

МОЗ заборонив передавати продукти у "Нові Санжари" | 	O
REL_6	IS_EVENT

===	O

МОЗ заборонив передавати продукти харчування до обсервації у Нових Санжарах, де перебувають на карантині громадяни, котрі прилетіли до України з Китаю. | 	O
REL_6_0	IS_EVENT

Бо в нас обсервація стосовно гострої респіраторної вірусної інфекції, ми не хочемо, щоб у нас були ще обсервації щодо діарейних захворювань", - сказав Ляшко. | REL_6_1	O

Він також поінформував, що вже запущено харчоблок у медцентрі і їжу для тих, хто перебуває на карантині, готують на місці, в тому числі і дієтичну їжу для іноземної громадянки, яка зверталася по допомогу до лікарів із приводу загострення хвороби шлунково-кишкового тракту. | REL_6_2	O

Після огляду і проходження прикордонного та митного контролю їх на автобусах перевезли в Нові Санжари на Полтавщині, де вони перебуватимуть на обсервації в медичному центрі Нацгвардії. | REL_6_3	O

Всього на обсервації перебувають 94 людини. | REL_6_4	O

Учора іноземну громадянку, яка перебуває на карантині у Нових Санжарах, обслідували лікарі через скарги на болі в животі. | 	O
REL_6_5	IS_NOT_EVENT

REL_6	O

END	O

https://glavcom.ua/country/incidents/politsija-z-jasovuje-hto-sprovokuvav-shtuchnu-paniku-u-novih-sanzharah-661293.html	O

===	O

Поліція з'ясовує, хто спровокував штучну паніку у Нових Санжарах | 	O
REL_7	IS_NOT_EVENT

===	O

Жителі селища Нові Санжари й прилеглих населених пунктів з ночі перекривали дороги, протестуючи проти розміщення евакуйованих з Китаю	O

Поліцейські у Санжарах керувалися винятково законами України про поліцію і Нацгвардію – радник міністра внутрішніх справ	O

Національна поліція аналізує всю візуальну інформацію, щоб визначити, хто призвів до штучної паніки й протестів у Нових Санжарах. | REL_7_0	O

Про це на брифінгу у неділю повідомив радник міністра внутрішніх справ Іван Варченко.	O

"Ми відстежуємо всю візуальну інформацію, визначаємо, хто які функції виконував, ми рухаємося у межах слідства", – заявив Варченко. | REL_7_1	O

На запитання журналістів, чи виправданою була наявність бронетехніки у селі, він відповів, що у поліції, ухвалюючи рішення, керувалися винятково законами України про поліцію і Нацгвардію. | REL_7_2	O

Як повідомлялося, 20 лютого в харківський аеропорт прибув літак з 45 громадянами України та 27 іноземцями, яких евакуювали з китайського міста Ухань, де зафіксовано спалах коронавірусу. | 	O
REL_7_3	IS_EVENT

Після огляду і проходження прикордонного та митного контролю їх на автобусах перевезли в Нові Санжари на Полтавщині, де вони будуть знаходитися на обсервації в медичному центрі Нацгвардії. | REL_7_4	O

Жителі селища Нові Санжари й прилеглих населених пунктів з ночі перекривали дороги, протестуючи проти розміщення евакуйованих з Китаю. | 	O
REL_7_5	IS_EVENT

Між протестувальниками та поліцією відбулися сутички. | 	O
REL_7_6	IS_EVENT

Нові Санжари в той день відвідали міністр внутрішніх справ Арсен Аваков, його перший заступник Сергій Яровий, керівник Національної поліції Ігор Клименко, Прем'єр-міністр Олексій Гончарук та міністр охорони здоров'я Зоряна Скалецька, яка вирішила провести два тижні в обсервації разом з евакуйованими. | 	O
REL_7_7	IS_EVENT

Всього на обсервації знаходиться 94 людини – включаючи екіпаж і супроводжуючих осіб. | 	O
REL_7_8	IS_NOT_EVENT

Як повідомив у Facebook заступник міністра внутрішніх справ Антон Геращенко "серед мітингувальників у Нових Санжарах виявився громадянин, засуджений за дезертирство. | 	O
REL_7_9	IS_NOT_EVENT

Під впливом розпитих з друзями спиртних напоїв він лаявся і кидався на поліцейських. | REL_7_10	O

Попереду цього громадянина чекає суд, який визначить його міру відповідальності за участь у масових порушеннях громадського порядку". | REL_7_11	O

REL_7	O

END	O

https://www.ukrinform.ua/rubric-world/2882484-tureccina-zakrila-kordon-z-iranom-cerez-koronavirus.html	O

===	O

Туреччина закрила кордон з Іраном через коронавірус | 	O
REL_8	IS_EVENT

===	O

Через загрозу поширення коронавірусу Туреччина закрила кордон з Іраном. | 	O
REL_8_0	IS_EVENT

За його словами, з 17.00 за місцевим часом припинено рух наземним транспортом та залізницею з Ірану, о 20.00 - повітряним транспортом. | 	O
REL_8_1	IS_EVENT

Ці заходи було вжито з метою запобігання потраплянню вірусу на територію Туреччини. | REL_8_2	O

Протягом двох попередніх днів - 21 та 22 лютого - через наявність симптомів захворювання на коронавірус в країну не пустили вісьмох громадян Ірану. | 	O
REL_8_3	IS_NOT_EVENT

Як стало відомо сьогодні, у Японії від коронавірусу помер третій пасажир круїзного лайнера Diamond Princess. | 	O
REL_8_4	IS_EVENT

Від коронавірусу у світі вилікувалися 23 290 осіб, кількість інфікованих зросла до 78 817. | REL_8_5	O

Померли внаслідок інфікування коронавірусом 2 462 людини. | REL_8_6	O

Зокрема 5 смертей зареєстровано в Ірані. | REL_8_7	O

REL_8	O

END	O

https://www.ukrinform.ua/rubric-world/2882443-cislo-vipadkiv-koronavirusu-v-italii-perevisilo-sotnu.html	O

===	O

Число випадків коронавірусу в Італії перевищило сотню | 	O
REL_9	IS_EVENT

===	O

В Італії на сьогодні зареєстровано 117 випадків зараження новим коронавірусом. | 	O
REL_9_0	IS_EVENT

Зазначається, що у зв'язку з коронавірусом місцеві власті закрили десять міст на півночі країни в п'ятницю. | 	O
REL_9_1	IS_EVENT

У суботу стало відомо про смерть 75-річної жінки з Ломбардії, вона померла незабаром після смерті 78-річного чоловіка з Венето. | 	O
REL_9_2	IS_EVENT

REL_9	O

END	O

https://gordonua.com/ukr/news/worldnews/-chislo-infikovanih-koronavirusom-v-italiji-zrosla-do-129-1488159.html	O

===	O

Кількість інфікованих коронавірусом в Італії зросла до 129 | 	O
REL_10	IS_EVENT

===	O

Влада Італії скасувала Венеціанський карнавал через спалах у країні коронавірусу SARS-CoV-2. | 	O
REL_10_0	IS_EVENT

Цей матеріал можна прочитати і російською мовою	O

В Італії – спалах коронавірусу	O

Кількість	DATE
 інфікованих коронавірусом SARS-CoV-2 в Італії вдень 23 лютого зросла до 129 осіб, ще двоє померли. | 	O
REL_10_1	IS_EVENT

Про це пише La Repubblica. | REL_10_2	O

У Ломбардії зафіксовано 88 випадків, у Венето – 24, у П'ємонті – шість, в Емілії-Романьї – дев'ять і два – у Лаціо.	O

