https://ua.korrespondent.net/business/companies/4183405-kolomoiskyi-podav-maizhe-300-novykh-pozoviv-proty-pryvatu	O

===	O

Коломойський подав майже 300 нових позовів проти Привату | 	O
REL_0	IS_EVENT

===	O

Компанії бізнесмена подали сотні нових позовів за півтора місяці. | REL_0_0	O

Юристи ПриватБанку підтвердили цю інформацію. | REL_0_1	O

За грудень і початок січня компанії, пов'язані з олігархом Ігорем Коломойським, подали 285 позовів проти ПриватБанку, повідомляє видання Новое Время з посиланням на дані судового реєстру. | 	O
REL_0_2	IS_NOT_EVENT

Юристи ПриватБанку підтвердили цю інформацію виданню. | REL_0_3	O

Коломойський відсудив у ПриватБанку 22 мільйони	O

9 січня 2020, 16:31	O

Зокрема, з ПриватБанком судяться пов'язані з Коломойським позичальники (220 позовів), які хочуть скасувати договори поруки та кредитні угоди. | REL_0_4	O

Загальна сума боргу пов'язаних з олігархом осіб становить близько 240 млрд грн. | REL_0_5	O

Також 45 позовів подали колишні міноритарні акціонери Привату, які оскаржують процедуру націоналізації bail-in - примусову конвертацію їхніх депозитів в нові акції банку. | REL_0_6	O

Ще 20 позовів подано проти нинішнього керівництва ПриватБанку. | REL_0_7	O

Позови ініціював профспілка, яку створив Максим Шевченко, який відповідає в ПриватБанку за повернення боргів. | REL_0_8	O

Дії цієї профспілки інформаційно підтримуються наближеним до Коломойського депутатом Олександром Дубінським, зазначає видання. | REL_0_9	O

За даними джерел НВ в юридичних колах, Коломойський найбільше побоюється усної дачі свідчень у Високому суді Лондона. | REL_0_10	O

У зв'язку з цим і активізувалися юридичні сили олігарха. | REL_0_11	O

Зараз йде активна підготовка до розгляду справи в Лондоні по суті, який почнеться в 2021 році. | REL_0_12	O

Раніше Нацбанк звинуватив Коломойського в атаках. | REL_0_13	O

REL_0	O

END	O

https://ua.korrespondent.net/business/companies/4187769-pryvatbank-vyplatyv-kolomoiskomu-22-miliony	O

===	O

ПриватБанк виплатив Коломойському 22 мільйони | 	O
REL_1	IS_EVENT

===	O

Раніше 	O
Господарський	DATE
 суд Києва частково задовольнив позов Нікопольського заводу феросплавів проти банку. | 	O
REL_1_0	IS_EVENT

ПриватБанк в середу, 29 січня, виплатив Нікопольському заводу феросплавів Ігоря Коломойського 21,8 млн грн. | 	O
REL_1_1	IS_EVENT

Так, банк виконав рішення Господарського суду міста Києва від 17 грудня 2019 року. | REL_1_2	O

Водночас банк подав апеляційну скаргу на це рішення суду, вважаючи рішення суду першої інстанції неправомірним, а дії організаторів пікету - черговою спробою тиску на банк.	O

"Виконання рішення суду першої інстанції робить абсолютно безпідставним проведення масового пікету "співробітників" заводу, який триває з вересня 2019 го перед центральними офісами банку в Дніпрі і Києві. | REL_1_3	O

