https://ua-news.liga.net/politics/news/dubinskogo-i-bujanskogo-ne-poklikali-v-noviy-chat-slugi-narodu---djerela	O

===	O

Дубінського і Бужанського не покликали в новий чат Слуги народу - джерела | 	O
REL_0	IS_NOT_EVENT

===	O

Дубінського і Бужанського не покликали в новий чат Слуги народу - джерела	O

Олександр Дубінськийпрес-служба Слуги народу/Facebook) Нардепам від Слуги народу, які можуть бути лояльними до олігарха Ігоря Коломойського, не надали доступ у новий чат фракції У Слузі народу створили новий внутрішній чат і не запросили до нього нардепів, яких підозрюють у лояльності до олігарха Ігоря Коломойського. | REL_0_0	O

До другого читання "антиколомойського" закону було подано понад 16000 поправок, кілька депутатів зі СН подали понад 1000 поправок кожен. | REL_0_1	O

REL_0	IS_NOT_EVENT

END	O

https://ua-news.liga.net/politics/news/visim-golovnih-novin-ukraini-ta-svitu-na-1900-17-kvitnya	O

===	O

Вісім головних новин України та світу на 19:00 17 квітня | 	O
REL_1	IS_NOT_EVENT

===	O

ЗРАНКУ КИЇВ БУВ ПЕРШИМ У СВІТІ ЗА ЗАБРУДНЕНІСТЮ ПОВІТРЯ. У ДСНС задимлення пов'язали з пожежами в Чорнобильській зоні і Житомирській області та запевнили, що радіаційний фон у місті в межах норми (докладніше). | 	O
REL_1_0	IS_EVENT

ВВП КИТАЮ ВПАВ УПЕРШЕ З 1992 РОКУ. У першому кварталі в річному обчисленні ВВП Китаю обвалився на 6,8% (докладніше). | 	O
REL_1_1	IS_EVENT

В УКРАЇНІ ЗАФІКСУВАЛИ РЕКОРДНУ КІЛЬКІСТЬ ЗАХВОРІВШИХ НА COVID-19 ЗА ДЕНЬ. Кількість нових випадків перевищила 500, усього в країні 4662 хворих (докладніше). | 	O
REL_1_2	IS_EVENT

КРИЗА ЧЕРЕЗ КОРОНАВІРУС КОШТУВАТИМЕ УКРАЇНІ 4,2% ВВП. Про це йдеться в новому консенсус-прогнозі, підготовленому Мінекономрозвитку з представництвом ЮНІСЕФ (докладніше). | REL_1_3	O

СПРАВА МАЙДАНУ. СУД ЗАОЧНО ЗААРЕШТУВАВ КОЛИШНЬОГО ЗАСТУПНИКА ГОЛОВИ СБУ. Його підозрюють у причетності до масових жертв серед протестувальників у 2014 році (докладніше). | 	O
REL_1_4	IS_EVENT

ФОНД ДЕРЖАВНОГО МАЙНА ЗАЯВИВ ПРО РЕЙДЕРСЬКЕ ЗАХОПЛЕННЯ ТИТАНОВОЇ КОМПАНІЇ. Головний офіс "Об'єднаної гірничо-хімічної компанії" заблокували її колишні менеджери (докладніше). | 	O
REL_1_5	IS_EVENT

КИТАЙ РАПТОМ ЗМІНИВ СТАТИСТИКУ ЩОДО СМЕРТЕЙ ВІД КОРОНАВІРУСУ. В Ухані померло майже на 1300 осіб більше, ніж повідомлялося раніше (докладніше). | 	O
REL_1_6	IS_EVENT

У НІМЕЧЧИНІ КОЖЕН ХВОРИЙ НА COVID-19 У СЕРЕДНЬОМУ ЗАРАЖАЄ МЕНШЕ НІЖ ОДНУ ЛЮДИНУ. Зниження коефіцієнта відтворення коронавірусу нижче одиниці відкриває дорогу до пом'якшення карантину, заявила Меркель (докладніше). | REL_1_7	O

REL_1	IS_NOT_EVENT

END	O

https://ua-news.liga.net/politics/news/zolota-piramida-b2b-jewelry-obzavelasya-vlasnoyu-partieyu	O

===	O

"Золота піраміда" B2B Jewelry обзавелася власною партією | 	O
REL_2	IS_EVENT

===	O

"Золота піраміда" B2B Jewelry обзавелася власною партією	O

Засновник проекту B2B Jewelry став главою партії Живіть в достатку Проект B2B Jewelry, який називають "пірамідою", зареєстрував політичну партію Живіть в достатку. | 	O
REL_2_0	IS_EVENT

Головою партії став засновник B2B Jewelry Микола Гонта. | REL_2_1	O

Про це йдеться в Facebook проекту. | REL_2_2	O

Згідно з даними ресурсу opendatabot, Гонта став головою партії, яка існує з 2015 року. | 	O
REL_2_3	IS_EVENT

